Confirmed,Id,Source,KOR
,"830170201","如您所见，我没什么深入了解的价值，您没必要关注我。","보시는 바와 같이 저는 깊이 이해할 가치가 없으므로 저에게 관심을 가질 필요가 없습니다."
,"830170300","我讨厌这里的舰队生活？不，我不是这个意思……是我的举动让您产生误解了吗？","내가 이곳의 함대 생활을 싫어한다고?아니, 그런 뜻이 아니었는데…. 제 행동이 오해의 소지가 있었던 건가요?"
,"830170301","实际上，我对指挥官以及其他同僚都没有任何不满，只是……习惯了单独行动而已。","나는 지휘관을 비롯한 동료들에게 아무런 불만 없이, 다만…. 단독 행동에 익숙해졌을 뿐이다."
,"830170400","指挥官，以您的情报检阅权限，应该已经查阅过锻米尔学会的记录了吧？","지휘관, 당신의 정보검열 권한으로 이미 단조미르학회 기록도 찾아보셨을 텐데요?"
,"830170401","婴儿时期的我……很有可能被傀儡养育过一段时间。尽管学会已证实了我只是个毫无价值的普通人，但我担心大家会介意……","갓난아기 시절의 나는…괴뢰에게 한동안 양육됐을 가능성이 크다.학회에서 제가 아무런 가치도 없는 보통 사람이라는 사실이 밝혀졌지만, 혹시나 신경 쓰실까봐…"
,"830170500","舰队里的同僚都视傀儡为死敌，只是因为不知道我的经历，才会对我这么友善。","함대의 동료들은 모두 꼭두각시를 철천지원수로 여겼지만, 단지 나의 경험을 모르기 때문에 나에게 이렇게 친절하게 대할 수 있었다."
,"830170501","指挥官，您已经知道了一切，和我这种被傀儡留下污点的人共处，却不会感到不舒服吗？","지휘관님, 이미 모든 걸 아셨고, 꼭두각시에 오점을 남기는 저 같은 사람과 함께 있는데 불편하지 않으십니까?"
,"830170502","您的包容力真是不可思议……这就是奈莎小姐所说的“温柔”吗？","당신의 포용력은 정말 불가사의합니다…. 이것이 나이사씨가 말하는 '부드러운' 건가요?"
,"830170600","指挥官，最近我听从了您的建议，正在参照喵丸练习面部表情……","지휘관님, 저는 요즘 당신의 조언을 듣고 아웅환이를 참고로 얼굴 표정연습을 하고 있습니다."
,"830170601","咦，我的学习对象选错了吗？可是我已经拜托奈莎小姐，做了一个便携式的练习工具……就是这个迷你喵丸。","어, 내 공부 상대를 잘못 골랐나?그런데 내가 이미 나이사양에게 부탁해서 휴대용 연습도구를 만들었는데… 바로 이 미니야옹환이다."
,"830170602","它没有别的功能，只能显示喵丸的表情，您对它很感兴趣吗？那么这个迷你喵丸就送给您吧。","다른 기능은 없고 야옹마루 표정만 보여줘 관심 있으신가요?그럼 이 미니야옹은 드릴게요."
,"830170603","可是我要参照谁的表情才好呢……指挥官，我可以参照您吗？","그런데 누구의 표정을 참고해야 좋을까요…지휘관님, 제가 당신을 참고해도 될까요?"
,"830190100","指挥官，这两天您体验了锻米尔学会的科技，感觉怎么样？","지휘관, 이틀간 단조미르학회의 과학 기술을 체험해 보았습니다. 어떻습니까?"
,"830190101","啊，您满意就好，看来我们可以进入长期合作的阶段了，非常感谢您的配合。","아, 당신이 만족하시면 좋습니다. 보아하니 우리는 장기적으로 합작할 수 있는 단계로 진입할 수 있을 것 같습니다. 당신의 협조에 매우 감사합니다."
,"830190200","女王陛下让我们与您的舰队合作，这果然是正确的。","여왕 폐하께서 저희 함대와 협력하라고 하셨으니 과연 옳은 말씀입니다."
,"830190201","您的舰队里容纳着各式各样的AG，她们每一个人都拥有独特的数据库，大量宝贵的数据都聚集在这里，简直就是科研的圣地啊！","당신의 함대 안에는 각양각색의 AG가 수용되어 있습니다. 그녀들은 모두 독특한 데이터베이스를 가지고 있습니다. 대량의 귀중한 데이터가 이곳에 모입니다. 그야말로 과학 연구의 성지입니다."
,"830190300","我们锻米尔AG科研学会是专为AG研发科技、设计武装的研究机构，为了研究，我们需要更加真实的战斗数据。","우리 단조미르AG연구학회는 AG를 위해 과학 기술을 개발하고 무장을 설계하는 연구기관으로, 연구를 위해서는 더욱 사실적인 전투 데이터가 필요합니다."
,"830190301","而您的舰队同样需要科学的力量，我们合作各取所需，就是所谓的“双赢”哦。","당신 함대 역시 과학의 힘이 필요하고, 우리의 협력은 각자 필요한 것을 얻는 '윈-윈'입니다.win)'입니다."
,"830190400","我们的科研方式太危险了吗？嗯，我不否认您的观点，不过科学所走的每一步都有代价，这本来就是正常且不可避免的。","우리의 과학 연구 방식은 너무 위험한가?네, 당신의 관점을 부인하지는 않겠습니다. 하지만 과학이 가는 모든 일보에는 대가가 있습니다. 이것은 원래 정상적이고 불가피한 것입니다."
,"830190401","我也早就做好了心理准备，跟最坏的结果相比，改改四肢还算不上牺牲呢。","나도 최악의 결과에 비하면 사지 개정은 희생이 아니다."
,"830190500","不只是我，特遣队全员都做好了为科学牺牲的觉悟，不过……我偶尔也会想，这对孩子们来说是不是太残忍呢。","나뿐만 아니라 특파원 전원이 과학을 위해 희생할 각오가 돼 있지만… 아이들에게 너무 잔인한 게 아닌가 하는 생각도 가끔 든다."
,"830190501","幸好指挥官的舰队实力强大，我们可以在这里放心地做研究，不用担心生命安全。这对于那些孩子们来说，也算是一种幸运吧。","다행히 지휘관의 함대 실력이 막강해 생명에 대한 걱정 없이 안심하고 연구할 수 있었다.아이들에게도 행운이 아닐 수 없다."
,"830190600","指挥官，您这么喜欢与我交流，是不是想转行来做研究了呢？","지휘관, 저와의 커뮤니케이션을 좋아하시는데 연구로 전환하고 싶으시죠?"
,"830190601","哎呀，我开玩笑的，但我仍然欢迎您来咨询我，来，这是我为您准备的入门礼物。","아이고, 농담입니다만,나는 여전히 당신이 나에게 문의하신 것을 환영합니다.자,이것은 제가 당신을 위해 준비한 입문 선물입니다."
,"830190602","别担心，这不是什么可疑的装置哦，它叫“门格海绵”，简单来说，就是一种由数学原理表现出的几何形状，很神奇吧？","걱정 마세요. 이것은 의심스러운 장치가 아니에요. '게이트 스펀지'라고 해요. 쉽게 말해 수학 원리가 보여주는 기하학적인 모양이에요. 신기하죠?"
,"830190603","就让它来带领您，进入我们科研的世界，理解这份工作的价值吧。","그것이 당신을 이끌어 우리 과학 연구의 세계로 들어가게 하고, 이 일의 가치를 이해하게 하세요."
,"830200100","没关系！无论是侍奉还是料理，全都交给托妮我吧！我可是最接近完美女仆的人呀！","괜찮아! 모시든 요리든 다 토니에게 맡겨!난 완벽한 하녀에 가장 가까운 사람이야!"
,"830200200","唔嗯？您认为我做事太粗糙了？是这样的吗？","응? 내가 일을 너무 거칠게 한다고 생각하니?이런 건가요?"
,"830200201","我觉得自己还是挺细致的喔，才不会像你说的那样啦！","난 내 자신이 여전히 매우 꼼꼼하다고 생각해, 네가 말한 것처럼 그렇게 하지 않을 거야!"
,"830200300","我每天都要朝着完美的女仆这一目标前进哟！","난 매일 완벽한 하녀라는 목표를 향해 간다!"
,"830200301","所以呀，主人一定要好好地将视线放在我的身上喔，注视我的成长吧！","그러니까 주인님은 저에게 시선을 잘 두셔야 해요. 제가 성장하는 것을 지켜봐 주세요."
,"830200400","为什么大家都说我不适合做女仆呢？明明力气大做很多事情都很方便呀！","왜 다들 내가 하녀로 적합하지 않다고 말합니까?분명히 힘이 세서 많은 일을 하기에 편리하구나!"
,"830200401","比如种胡萝卜和拔胡萝卜，都是十分需要力气的事情喔！","예를 들면 당근 심기나 당근 뽑기, 굉장히 힘겨운 일이죠!"
,"830200402","咦？女仆不会干这些事情？怎么会！这才是女仆该做的事情吧！","어? 하녀는 이런 일 못 해?그럴 리가! 이것이야말로 하녀가 해야 할 일이야!"
,"830200500","我承认有时候我是比较粗鲁……但我真的有用心在改过喔！真的！","가끔은 내가 좀 거칠었던 거 인정하는데...하지만 난 정말 유용하게 고치고 있어!정말!"
,"830200501","只要做事更细致一点，我总有一天能成为完美的女仆……","조금만 더 꼼꼼하게 일하면 언젠가는 완벽한 하녀가 될 수 있을 텐데…"
,"830200502","呀！不好意思，那个，主人……您可能又要买新的水杯了……","야, 미안한데 저기, 주인님...또 물컵을 사셔야 할 것 같은데..."
,"830200600","主人，这个给您！我知道自己的力气很大，但其实不是天生的喔！","주인님, 여기 있습니다!나는 내 힘이 매우 세다는 것을 알지만, 실은 타고난 것은 아니다."
,"830200601","其实都拜胡萝卜所赐啦！指挥官以后每天都多吃一些胡萝卜，很快也能变得力大无穷喔！","사실 당근은 다 배웠어요!지휘관 당근은 매일 많이 먹으면 금방 힘이 불어난다."
,"830210100","我为首脑而战，既然你是首脑认可之人，那就让我来见识一下你的实力吧，但愿你不会让我失望。","나는 수반을 위해 싸웠는데, 수반이 인정해 주는 사람이라면, 내가 당신의 실력을 한번 보여 주겠지만 나를 실망시키지 않기를 바랄 뿐이다."
,"830210200","在那些传说里，迷茫的勇士总是会向智者寻求帮助。","그 전설 속에서,막막한 용사들은 항상 지혜로운 사람에게 도움을 구할 것이다."
,"830210201","如今，你和首脑大人都扮演着智者的角色，好在你的智慧足以独当一面，并没有和首脑大人差得太远。","지금 너도 정상 어른도 지혜로운 역할을 하고 있지만 다행히도 정상 어른과 크게 다르지 않다."
,"830210300","你的舰队是自由的。我原以为乱世中的自由就像莱英河中的水草，没想到你们坚如磐石，甚至改变了世界的流向。","너의 함대는 자유롭다.난세의 자유가 래영강의 수초와 같다고 생각했는데, 당신들이 반석처럼 굳어져 세상의 흐름까지 바꿔놓고 있다."
,"830210301","看来你会成为首脑大人得力臂助，值得我尽己所能去辅佐。","내가 할 수 있는 모든 것을 다해 도와줄 수 있을 것 같다."
,"830210400","我的档案？你……我很欣赏你的胆量，但我还是不希望你了解那些过去，知道太多会伤害到你。","내 파일 너...난 너의 배짱이 마음에 들지만 그래도 네가 과거에 대해 알고 싶어 하지 않아. 너무 많이 알면 널 다치게 할 거야."
,"830210401","别担心，我从不后悔我做的事，这些事都是为了首脑大人，为了人类的延续，我向你保证，也希望你能相信我。","걱정하지 마. 내가 한 일을 후회하지 않는 것, 모두 정상어른을 위한 것, 그리고 인류의 연장을 위해 내가 약속할게. 너도 나를 믿어주길 바래."
